,Name,Prob
9,boat,0.000012103408
10,traffic light,0.000000041922
11,fire hydrant,0.000000353569
12,stop sign,0.000000029291
13,parking meter,0.000000181359
14,bench,0.000082061619
15,bird,0.000000162519
16,cat,0.000000195746
17,dog,0.000026839834
18,horse,0.000336051453
19,sheep,0.000000174369
20,cow,0.000000246422
21,elephant,0.000000019734
22,bear,0.000000003894
23,zebra,0.000000035014
24,giraffe,0.000013196694
25,backpack,0.000006056869
26,umbrella,0.000000253776
27,handbag,0.000009439214
28,tie,0.000000024868
29,suitcase,0.000000451243
30,frisbee,0.000000358428
31,skis,0.000017833681
32,snowboard,0.000000328287
33,sports ball,0.000000033226
34,kite,0.000000207948
35,baseball bat,0.000000819292
36,baseball glove,0.000001207731
37,skateboard,0.000015269967
38,surfboard,0.000001277995
39,tennis racket,0.000284393784
40,bottle,0.000000366988
41,wine glass,0.000002426455
42,cup,0.000000095407
43,fork,0.000000092761
44,knife,0.000000093874
45,spoon,0.000000185596
46,bowl,0.000000775605
47,banana,0.000002028220
48,apple,0.000000021973
49,sandwich,0.000000005207
50,orange,0.000000031006
51,broccoli,0.000000013882
52,carrot,0.000000014392
53,hot dog,0.000000013114
54,pizza,0.000000155897
55,doughnut,0.000000025971
56,cake,0.000003760613
57,chair,0.000232214195
58,couch,0.000000017489
59,pot plant,0.000006978331
60,bed,0.000000002366
61,dining table,0.000015503098
62,toilet,0.000000127661
63,tv,0.000000028039
64,laptop,0.000000060661
65,mouse,0.000000004067
66,remote,0.000000001838
67,keyboard,0.000000013653
68,cell phone,0.000000048563
69,microwave,0.000000007741
70,oven,0.000006722526
71,toaster,0.000000011829
72,sink,0.000000024115
73,refrigerator,0.000000012557
74,book,0.000000075826
75,clock,0.000004747566
76,vase,0.000000229195
77,scissors,0.000065776694
78,teddy bear,0.000000027184
79,hair drier,0.000000063849
80,toothbrush,0.000000017694
0,BG,0.238313615322
1,person,0.000796394539
2,bicycle,0.000021014159
3,car,0.000065651002
4,motorcycle,0.000019206116
5,airplane,0.000000204849
6,bus,0.000003098300
7,train,0.000015225604
8,truck,0.000021623093
9,boat,0.000003204987
10,traffic light,0.000114511677
11,fire hydrant,0.000004554919
12,stop sign,0.000018945211
13,parking meter,0.000051162460
14,bench,0.000010728428
15,bird,0.000004184411
16,cat,0.000002698298
17,dog,0.000018105717
18,horse,0.000276128616
19,sheep,0.000000404109
20,cow,0.000030927516
21,elephant,0.000094186566
22,bear,0.000001029305
23,zebra,0.000000222486
24,giraffe,0.000000114850
25,backpack,0.632927000523
26,umbrella,0.001096061198
27,handbag,0.122418917716
28,tie,0.000453530287
29,suitcase,0.001938031171
30,frisbee,0.000002657258
31,skis,0.000012510048
32,snowboard,0.000026976462
33,sports ball,0.000002405569
34,kite,0.000116562158
35,baseball bat,0.000050716451
36,baseball glove,0.000793258951
37,skateboard,0.000013532832
38,surfboard,0.000069744638
39,tennis racket,0.000008368140
40,bottle,0.000005811989
41,wine glass,0.000000056210
42,cup,0.000001271479
43,fork,0.000000067428
44,knife,0.000002132046
45,spoon,0.000000267719
46,bowl,0.000000288770
47,banana,0.000024054832
48,apple,0.000001253262
49,sandwich,0.000000173762
50,orange,0.000000158538
51,broccoli,0.000000098199
52,carrot,0.000000727408
53,hot dog,0.000002231092
54,pizza,0.000000086186
55,doughnut,0.000002127251
56,cake,0.000002451590
57,chair,0.000059144899
58,couch,0.000004991015
59,pot plant,0.000001847378
60,bed,0.000008433707
61,dining table,0.000000385564
62,toilet,0.000000994263
63,tv,0.000001872920
64,laptop,0.000000167342
65,mouse,0.000000251365
66,remote,0.000000543092
67,keyboard,0.000000174453
68,cell phone,0.000002345168
69,microwave,0.000000193501
70,oven,0.000000257094
71,toaster,0.000002037913
72,sink,0.000000111456
73,refrigerator,0.000000958669
74,book,0.000010918411
75,clock,0.000010285137
76,vase,0.000001753248
77,scissors,0.000004065735
78,teddy bear,0.000015954090
79,hair drier,0.000011244959
80,toothbrush,0.000000426254
0,BG,0.005027385894
1,person,0.000225427211
2,bicycle,0.992059111595
3,car,0.000001829802
4,motorcycle,0.000540339213
5,airplane,0.000003256023
6,bus,0.000000113622
7,train,0.000000088849
8,truck,0.000000892533
9,boat,0.000009529585
10,traffic light,0.000000010530
11,fire hydrant,0.000000088127
12,stop sign,0.000000012893
13,parking meter,0.000000043427
14,bench,0.000943749794
15,bird,0.000000095361
16,cat,0.000000145874
17,dog,0.000017175664
18,horse,0.000121892052
19,sheep,0.000000226194
20,cow,0.000000377311
21,elephant,0.000000009208
22,bear,0.000000002367
23,zebra,0.000000592183
24,giraffe,0.000139880867
25,backpack,0.000001294755
26,umbrella,0.000000149850
27,handbag,0.000002630002
28,tie,0.000000009180
29,suitcase,0.000000089297
30,frisbee,0.000000414824
31,skis,0.000004557664
32,snowboard,0.000000016248
33,sports ball,0.000000016446
34,kite,0.000000035050
35,baseball bat,0.000000213207
36,baseball glove,0.000000529299
37,skateboard,0.000003140822
38,surfboard,0.000000311521
39,tennis racket,0.000176432484
40,bottle,0.000000028257
41,wine glass,0.000002326755
42,cup,0.000000208040
43,fork,0.000000491225
44,knife,0.000000157290
45,spoon,0.000000429122
46,bowl,0.000002670924
47,banana,0.000001115198
48,apple,0.000000008827
49,sandwich,0.000000004691
50,orange,0.000000067538
51,broccoli,0.000000012094
52,carrot,0.000000029505
53,hot dog,0.000000016042
54,pizza,0.000000299715
55,doughnut,0.000000029265
56,cake,0.000000333499
57,chair,0.000574793317
58,couch,0.000000020911
59,pot plant,0.000006683355
60,bed,0.000000002287
61,dining table,0.000053691070
62,toilet,0.000000391767
63,tv,0.000000017829
64,laptop,0.000000031855
65,mouse,0.000000004115
66,remote,0.000000001724
67,keyboard,0.000000017798
68,cell phone,0.000000029767
69,microwave,0.000000016847
70,oven,0.000030341909
71,toaster,0.000000023351
72,sink,0.000000068986
73,refrigerator,0.000000012219
74,book,0.000000042024
75,clock,0.000007261669
76,vase,0.000000250249
77,scissors,0.000035970177
78,teddy bear,0.000000001832
79,hair drier,0.000000035740
80,toothbrush,0.000000005682
0,BG,0.380676090717
1,person,0.000109266708
2,bicycle,0.000001691904
3,car,0.000000606594
4,motorcycle,0.000000185754
5,airplane,0.000000028379
6,bus,0.000000257639
7,train,0.000001008933
8,truck,0.000000169377
9,boat,0.000000025832
10,traffic light,0.000005095206
11,fire hydrant,0.000000019980
12,stop sign,0.000004053418
13,parking meter,0.000001905800
14,bench,0.000001458720
15,bird,0.000001102511
16,cat,0.000018292370
17,dog,0.000034958928
18,horse,0.000004763738
19,sheep,0.000000012219
20,cow,0.000000245375
21,elephant,0.000000683382
22,bear,0.000000336088
23,zebra,0.000000026415
24,giraffe,0.000000059812
25,backpack,0.548430323601
26,umbrella,0.000004757958
27,handbag,0.013914663345
28,tie,0.056095242500
29,suitcase,0.000018268120
30,frisbee,0.000002669375
31,skis,0.000022153028
32,snowboard,0.000006118319
33,sports ball,0.000000639870
34,kite,0.000008540557
35,baseball bat,0.000014506478
36,baseball glove,0.000433947891
37,skateboard,0.000000292925
38,surfboard,0.000002105508
39,tennis racket,0.000010552822
40,bottle,0.000000941218
41,wine glass,0.000000019492
42,cup,0.000000147496
43,fork,0.000000043433
44,knife,0.000000357942
45,spoon,0.000000037278
46,bowl,0.000000020783
47,banana,0.000001426462
48,apple,0.000000164754
49,sandwich,0.000000040790
50,orange,0.000000029768
51,broccoli,0.000000460658
52,carrot,0.000001860961
53,hot dog,0.000000990473
54,pizza,0.000000267546
55,doughnut,0.000001338511
56,cake,0.000000044201
57,chair,0.000005451058
58,couch,0.000000773012
59,pot plant,0.000000185872
60,bed,0.000000825543
61,dining table,0.000000014575
62,toilet,0.000000092200
63,tv,0.000000870330
64,laptop,0.000000362962
65,mouse,0.000000209099
66,remote,0.000002187647
67,keyboard,0.000001105352
68,cell phone,0.000022392987
69,microwave,0.000000032599
70,oven,0.000000063409
71,toaster,0.000000171179
72,sink,0.000000011466
73,refrigerator,0.000000180155
74,book,0.000086883367
75,clock,0.000026555279
76,vase,0.000000119069
77,scissors,0.000010847219
78,teddy bear,0.000001948590
79,hair drier,0.000002808374
80,toothbrush,0.000000556580
0,BG,0.006120426580
1,person,0.000365474145
2,bicycle,0.989572167397
3,car,0.000002309159
4,motorcycle,0.000679341436
5,airplane,0.000004803691
6,bus,0.000000314406
7,train,0.000000190974
8,truck,0.000001465367
9,boat,0.000026147982
10,traffic light,0.000000021978
11,fire hydrant,0.000000226443
12,stop sign,0.000000056067
13,parking meter,0.000000134920
14,bench,0.000948577363
15,bird,0.000000324530
16,cat,0.000000353169
17,dog,0.000036212045
18,horse,0.000198770620
19,sheep,0.000000456173
20,cow,0.000001212627
21,elephant,0.000000020924
22,bear,0.000000005926
23,zebra,0.000000658937
24,giraffe,0.000441575161
25,backpack,0.000002081890
26,umbrella,0.000000464450
27,handbag,0.000005672841
28,tie,0.000000029496
29,suitcase,0.000000184919
30,frisbee,0.000001849325
31,skis,0.000005586496
32,snowboard,0.000000036583
33,sports ball,0.000000047767
34,kite,0.000000124847
35,baseball bat,0.000000312932
36,baseball glove,0.000001942391
37,skateboard,0.000004463770
38,surfboard,0.000000754313
39,tennis racket,0.000466014200
40,bottle,0.000000106847
41,wine glass,0.000016518605
42,cup,0.000001057994
43,fork,0.000001402029
44,knife,0.000000249173
45,spoon,0.000001514299
46,bowl,0.000009885849
47,banana,0.000004631085
48,apple,0.000000023387
49,sandwich,0.000000015130
50,orange,0.000000209841
51,broccoli,0.000000063512
52,carrot,0.000000089328
53,hot dog,0.000000030550
54,pizza,0.000001392322
55,doughnut,0.000000133051
56,cake,0.000001481966
57,chair,0.000720643729
58,couch,0.000000030764
59,pot plant,0.000043815027
60,bed,0.000000005103
61,dining table,0.000046508401
62,toilet,0.000000877391
63,tv,0.000000045763
64,laptop,0.000000068850
65,mouse,0.000000008843
66,remote,0.000000005038
67,keyboard,0.000000038153
68,cell phone,0.000000077669
69,microwave,0.000000040917
70,oven,0.000076041753
71,toaster,0.000000054434
72,sink,0.000000135200
73,refrigerator,0.000000037212
74,book,0.000000148831
75,clock,0.000071919814
76,vase,0.000000728289
77,scissors,0.000109035784
78,teddy bear,0.000000004676
79,hair drier,0.000000118036
80,toothbrush,0.000000019736
0,BG,0.006195515860
1,person,0.993688166142
2,bicycle,0.000069193266
3,car,0.000000044117
4,motorcycle,0.000008718396
5,airplane,0.000000052089
6,bus,0.000000017313
7,train,0.000000006063
8,truck,0.000000017282
9,boat,0.000000112009
10,traffic light,0.000000028058
11,fire hydrant,0.000000338416
12,stop sign,0.000000005953
13,parking meter,0.000000052966
14,bench,0.000001622560
15,bird,0.000000348852
16,cat,0.000000153874
17,dog,0.000006879640
18,horse,0.000011525372
19,sheep,0.000000036550
20,cow,0.000000036765
21,elephant,0.000000014477
22,bear,0.000000004015
